meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00063,Decision-Making,2025-10-14,47,6,I'll send out the meeting notes later. Can everyone see the presentation? We're going in circles on this topic. Here are the key metrics from last week. The deadline for this is next Friday. This solution addresses our concerns perfectly. I agree with this approach. It makes sense. Here are the key metrics from last week. This is exactly what we need. Well done. This solution addresses our concerns perfectly. We're going in circles on this topic. This seems like a waste of time honestly. This is...,1140,28,0.54,0.203,1,0,0.7,7.83,0.898,1,2,1,3.1,0.473,65.8
MTG00064,Standup,2025-09-14,11,3,We should have resolved this weeks ago. I'm concerned about the timeline here. Excellent point. I hadn't considered that. The deadline for this is next Friday. The deadline for this is next Friday. We've discussed this several times already. We're going in circles on this topic. We have three items on the agenda today. I disagree with this direction completely. That's a really innovative approach. I disagree with this direction completely. I'm not sure this is the right approach. Let's move to t...,514,13,0.453,0.238,1,1,0.649,3.67,0.881,1,3,0,3.8,0.641,74.5
MTG00065,Standup,2025-06-08,6,3,This doesn't align with our objectives. This is exactly what we need. Well done. This is exactly what we need. Well done. I think we've reached a good decision here. The deadline for this is next Friday. We're making great progress on this. I'm not sure this is the right approach. This seems like a waste of time honestly. This solution addresses our concerns perfectly. Excellent point. I hadn't considered that. We're making great progress on this. I think we've reached a good decision here. Can ...,530,13,0.595,0.196,1,1,0.774,2.0,0.902,0,2,2,4.2,0.631,78.8
MTG00066,One-on-One,2025-09-09,17,2,I'll take the action item to follow up. Can everyone see the presentation? We're making great progress on this. Excellent point. I hadn't considered that. Let's move to the next topic. Here are the key metrics from last week. We should have resolved this weeks ago. We should schedule a follow-up meeting. Can everyone see the presentation? I'll send out the meeting notes later. That's a really innovative approach. I disagree with this direction completely. I appreciate everyone's input today. The...,690,18,0.525,0.168,0,1,0.775,8.5,0.916,0,4,3,4.0,0.612,61.6
MTG00067,Planning,2025-05-27,83,4,This solution addresses our concerns perfectly. That's a really innovative approach. We have three items on the agenda today. That's a really innovative approach. We have three items on the agenda today. Can everyone see the presentation? We have three items on the agenda today. The deadline for this is next Friday. I'm excited about this direction. Let's move forward. We're making great progress on this. The project timeline is on track. The deadline for this is next Friday. I'll send out the m...,1523,39,0.575,0.204,1,0,0.467,20.75,0.898,2,2,1,3.3,0.484,60.6
MTG00068,One-on-One,2025-06-03,34,2,We have three items on the agenda today. Let me share my screen to show the data. We're going in circles on this topic. I'm concerned about the timeline here. The deadline for this is next Friday. The project timeline is on track. This meeting could have been an email. The project timeline is on track. I'll send out the meeting notes later. We have three items on the agenda today. I'm excited about this direction. Let's move forward. I'll take the action item to follow up. I'm excited about this...,653,16,0.433,0.183,1,1,0.635,17.0,0.908,0,1,3,3.5,0.507,70.2
MTG00069,Status Update,2025-05-28,22,6,We're making great progress on this. We have three items on the agenda today. We have three items on the agenda today. We should schedule a follow-up meeting. Here are the key metrics from last week. I disagree with this direction completely. I'm not sure this is the right approach. The project timeline is on track. I think we've reached a good decision here. Excellent point. I hadn't considered that. The deadline for this is next Friday. Can everyone see the presentation? I'll send out the meet...,849,21,0.473,0.191,1,1,0.675,3.67,0.905,1,2,2,4.4,0.663,73.9
MTG00070,All-Hands,2025-08-07,36,54,That's a really innovative approach. I disagree with this direction completely. I disagree with this direction completely. The project timeline is on track. That's a really innovative approach. Let me share my screen to show the data. I'll send out the meeting notes later. We should schedule a follow-up meeting. Let me share my screen to show the data. This seems like a waste of time honestly. Let's move to the next topic. Can everyone see the presentation? Let me share my screen to show the dat...,705,18,0.538,0.2,0,1,0.838,0.67,0.9,21,3,2,3.6,0.455,61.2
MTG00071,Decision-Making,2025-10-04,15,4,This solution addresses our concerns perfectly. The project timeline is on track. Let's move to the next topic. This is exactly what we need. Well done. We should have resolved this weeks ago. We should schedule a follow-up meeting. This is exactly what we need. Well done. This is exactly what we need. Well done. We've discussed this several times already. We should have resolved this weeks ago....,398,10,0.578,0.17,0,1,0.966,3.75,0.915,2,5,2,3.9,0.635,69.4
MTG00072,Planning,2025-08-24,82,4,I'm not sure this is the right approach. I'll take the action item to follow up. I'm not sure this is the right approach. Let's move to the next topic. Can everyone see the presentation? That's a really innovative approach. This seems like a waste of time honestly. The project timeline is on track. We should schedule a follow-up meeting. I'm excited about this direction. Let's move forward. Let me share my screen to show the data. Excellent point. I hadn't considered that. We're going in circles...,1421,35,0.501,0.226,1,0,0.505,20.5,0.887,3,2,3,3.3,0.584,59.9
MTG00073,Standup,2025-06-21,17,3,Let's move to the next topic. We have three items on the agenda today. We have three items on the agenda today. This solution addresses our concerns perfectly. I'm excited about this direction. Let's move forward. Can everyone see the presentation? We're making great progress on this. I think we've reached a good decision here. I appreciate everyone's input today. This is exactly what we need. Well done. We're making great progress on this. Let's move to the next topic. We should schedule a foll...,554,14,0.612,0.21,1,1,0.791,5.67,0.895,0,3,4,4.3,0.646,81.5
MTG00074,Decision-Making,2025-06-03,45,4,Can everyone see the presentation? I'm not sure this is the right approach. We've discussed this several times already. I appreciate everyone's input today. Let's move to the next topic. I disagree with this direction completely. This is exactly what we need. Well done. Great idea! Let's explore that further. The deadline for this is next Friday. Here are the key metrics from last week. We should schedule a follow-up meeting. I'm not sure this is the right approach. This doesn't align with our o...,1057,26,0.47,0.243,1,1,0.595,11.25,0.878,1,4,2,4.3,0.729,75.5
MTG00075,Retrospective,2025-06-14,29,3,That's a really innovative approach. I don't think we have enough information to decide. This seems like a waste of time honestly. Let's move to the next topic. Can everyone see the presentation? I'm concerned about the timeline here. We have three items on the agenda today. Great idea! Let's explore that further. The deadline for this is next Friday. We should schedule a follow-up meeting. I disagree with this direction completely. I'll send out the meeting notes later. The project timeline is ...,642,16,0.462,0.206,0,1,0.672,9.67,0.897,0,5,1,3.7,0.529,59.5
MTG00076,One-on-One,2025-09-14,16,2,Can everyone see the presentation? We should schedule a follow-up meeting. I'm concerned about the timeline here. I agree with this approach. It makes sense. This doesn't align with our objectives. I agree with this approach. It makes sense. We're making great progress on this. This is exactly what we need. Well done. We should have resolved this weeks ago. I agree with this approach. It makes sense. This solution addresses our concerns perfectly. Let's move to the next topic. We've discussed th...,758,19,0.519,0.199,1,0,0.719,8.0,0.9,0,1,2,3.8,0.461,63.9
